2mpr	205	6.0033316468	820	6.03263575767	1670	6.63697960975	245	7.62178239496	980	7.65200100224	1989	8.16849818223
2o4v	166	3.22340227283	664	3.26685186695	1358	4.22031668518	203	3.52188399843	812	3.58463827651	1636	4.40503563586
2omf	156	2.5389135215	624	2.58134233226	1255	3.75788144127	182	2.70694709263	728	2.74348789204	1450	3.86189854709
2por	157	2.77942478138	628	2.80470738515	1183	3.4275056129	171	2.80928114848	684	2.83944975443	1293	3.44404046751
2qdz	174	6.13373474938	696	6.1325315718	1371	6.59556609609	197	5.92550355916	788	5.92233448802	1562	6.3936084147
2vqi	242	5.93991293872	968	5.97077327298	1878	6.52018346071	279	6.28500911932	1116	6.31909796248	2202	6.88440645229
2wjr	124	2.89129261122	496	2.91523143564	1072	3.70626682415	130	2.8724754374	520	2.90956445832	1119	3.70037505412
2ynk	171	3.55214047461	684	3.56434514417	1344	4.29119713744	190	3.82883307476	760	3.8786883942	1503	4.59668731787
3aeh	142	1.75271449453	568	1.77444373004	1112	2.73792252494	187	1.76027181339	748	1.77538592247	1468	2.67409343211
3bs0	130	1.227569998	520	1.30429308525	1000	2.48694357634	152	2.01226548898	608	2.05587411756	1178	3.18957915318
3csl	219	2.63729287493	876	2.65978932909	1740	3.34242118274	299	3.04321515536	1196	3.06053076885	2411	3.75977043258
3dwo	139	3.13078290509	556	3.14046663688	1076	3.79573124713	195	3.81438569769	780	3.84245025952	1505	4.4021085516
3dzm	93	2.80692591262	372	2.82486844186	712	3.67521611038	111	3.00228018079	444	3.01593849121	847	3.8588231197
3fid	128	6.52689081011	512	6.52239280654	983	6.83261800599	149	6.54874680229	596	6.53188343189	1161	6.93285936367
3kvn	136	1.56076328915	544	1.59465159716	1083	2.80499109275	192	1.9266692582	768	1.96724055681	1534	3.18756490161
3rbh	194	4.26323467134	776	4.29844036346	1602	5.33768679963	226	4.22668357881	904	4.26586172912	1851	5.22830490103
3rfz	243	4.5361845791	972	4.56991762787	1909	5.21406215808	274	4.60832129665	1096	4.63185046167	2165	5.37419642773
3syb	189	3.69935858703	756	3.7791233869	1515	4.43029790753	219	3.69684417311	876	3.76736305375	1753	4.48902024998
3szv	183	3.1393995081	732	3.18898350087	1462	3.98542569725	219	3.1079727366	876	3.15706711951	1753	3.95681642022
3v8x	217	2.51612471525	868	2.57400794184	1747	3.70846846047	350	4.87810023459	1400	4.92700211088	2854	5.696544847
3vzt	151	3.43872221885	604	3.47209666562	1163	4.17675990258	183	3.71573475439	732	3.74305715938	1430	4.56254314605
4c00	183	4.62754975446	732	4.64921718108	1496	5.19600305825	198	4.70887184646	792	4.73328221098	1615	5.25914001622
4e1s	134	3.0597576167	536	3.09871002842	1084	3.96081462087	136	3.06044525201	544	3.09972385991	1101	3.96138441098
4gey	170	4.5819624482	680	4.61491208137	1408	5.23049494412	181	4.65566215336	724	4.67257796922	1493	5.3408061593
4pr7	111	3.86875834764	444	3.88274780239	933	4.4862965555	126	3.94780823895	504	3.96804936088	1045	4.51158103524
4q35	288	7.07991954952	1152	7.07983677291	2386	7.55152612669	310	7.36250289748	1240	7.36042137254	2569	7.81256403575
4c4v	165	4.68388460083	660	4.70311640858	1295	5.28812436161	178	4.59462012758	712	4.6171237948	1402	5.21447397274
4n75	171	3.42596434339	684	3.46186779501	1331	4.10102728485	187	3.50514719545	748	3.53603987918	1463	4.23063384167
4k3c	179	9.42778614846	716	9.4656332479	1354	9.90390661284	188	9.57292133362	752	9.60799809098	1441	10.0795777104
4k3b	171	4.99329333141	684	5.02653561084	1295	5.48725436876	185	5.00149995068	740	5.03084743899	1410	5.5238750639
